name,age,past preferences,location,Diet,Instructions,weather,marital status,preference 1,preference 2,time,state,prefered food item
Krishna_432,35,Fusion,Kolkata,Vegetarian,Rich and indulgent preparation,Hot,Single,North Indian,Spicy,16:09,West Bengal,Samosa
Priya_433,32,South Indian,Kochi,No Restrictions,Rich and indulgent preparation,Hot,Single,Sweet,Fusion,18:44,Kerala,Chaat
Aarav_434,58,Restaurant Style,Siliguri,Vegan,Prepare according to authentic family recipe,Hot,Married,Home Style,Traditional,05:02,West Bengal,Khichdi
Vikram_435,48,Spicy,Kochi,Eggetarian,Rich and indulgent preparation,Cold,Married,Mild,Restaurant Style,19:56,Kerala,Fish Curry
Zara_436,18,Restaurant Style,Mysore,Vegetarian,Simplified preparation for busy schedules,Hot,Single,Fusion,North Indian,12:07,Karnataka,Rajma Chawal
Vikram_437,30,South Indian,Chennai,Jain,Rich and indulgent preparation,Rainy,Married,Fusion,Traditional,06:20,Tamil Nadu,Masala Dosa
Diya_438,30,Traditional,Pune,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,North Indian,Mild,03:31,Maharashtra,Paneer Dishes
Arjun_439,25,Spicy,Mysore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Cold,Single,Fusion,Mild,21:03,Karnataka,Khichdi
Rahul_440,57,Sweet,Surat,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,North Indian,South Indian,17:59,Gujarat,Dhokla
Riya_441,38,Spicy,Kolkata,Vegan,Rich and indulgent preparation,Hot,Married,Traditional,Mild,09:59,West Bengal,Paratha
Vikram_442,27,Healthy,Kochi,Non-Vegetarian,Simplified preparation for busy schedules,Cold,Married,Home Style,Sweet,04:30,Kerala,Fish Curry
Aisha_443,29,Sweet,Mysore,Jain,Contemporary twist on classic recipe,Rainy,Single,South Indian,Spicy,12:32,Karnataka,Rajma Chawal
Zara_444,41,Street Food,Kochi,Jain,Prepare according to authentic family recipe,Rainy,Married,Regional Specialties,Traditional,05:54,Kerala,Paneer Dishes
Riya_445,27,North Indian,Chandigarh,No Restrictions,Contemporary twist on classic recipe,Hot,Married,Traditional,Regional Specialties,23:48,Punjab,Butter Chicken
Krishna_446,58,Spicy,Surat,Vegan,Prepare according to authentic family recipe,Hot,Single,Street Food,Fusion,21:09,Gujarat,Khichdi
Aisha_447,19,Sweet,Surat,Non-Vegetarian,Contemporary twist on classic recipe,Rainy,Single,Healthy,Restaurant Style,13:14,Gujarat,Thali
Anjali_448,19,Mild,Ahmedabad,No Restrictions,Simplified preparation for busy schedules,Hot,Single,Regional Specialties,Mild,11:28,Gujarat,Thali
Anjali_449,54,Regional Specialties,Mumbai,No Restrictions,Modified recipe with health-conscious ingredients,Rainy,Married,Restaurant Style,North Indian,08:12,Maharashtra,Misal Pav
Aarav_450,62,North Indian,Chandigarh,Vegan,Prepare according to authentic family recipe,Hot,Married,Sweet,Fusion,11:56,Punjab,Rajma Chawal
Dev_451,18,North Indian,Surat,Eggetarian,Simplified preparation for busy schedules,Hot,Single,Fusion,South Indian,01:36,Gujarat,Khichdi
Aisha_452,40,Healthy,New Delhi,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Mild,10:16,Delhi,Chole Bhature
Krishna_453,73,Home Style,Pune,Vegan,Prepare according to authentic family recipe,Hot,Single,Fusion,Regional Specialties,14:44,Maharashtra,Biryani
Krishna_454,28,Sweet,Ahmedabad,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Cold,Married,South Indian,Fusion,13:34,Gujarat,Thali
Rahul_455,75,North Indian,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,Spicy,19:43,West Bengal,Fish Curry
Zara_456,39,Restaurant Style,Chandigarh,No Restrictions,Rich and indulgent preparation,Rainy,Married,Healthy,Street Food,14:19,Punjab,Rajma Chawal
Riya_457,63,Home Style,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Sweet,Home Style,06:28,Tamil Nadu,Idli Sambar
Maya_458,52,Healthy,Bangalore,Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Traditional,Fusion,16:41,Karnataka,Pani Puri
Aisha_459,65,Home Style,Delhi NCR,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Fusion,South Indian,04:51,Delhi,Paneer Dishes
Aditya_460,47,Mild,Delhi NCR,No Restrictions,Rich and indulgent preparation,Rainy,Single,Healthy,Spicy,11:26,Delhi,Dal Rice
Dev_461,47,Spicy,Pune,Eggetarian,Rich and indulgent preparation,Hot,Single,Fusion,Healthy,03:47,Maharashtra,Pulao
Vihan_462,58,Sweet,Siliguri,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Spicy,Street Food,16:02,West Bengal,Bhel Puri
Arjun_463,27,Regional Specialties,Coimbatore,Vegetarian,Contemporary twist on classic recipe,Rainy,Single,North Indian,South Indian,23:03,Tamil Nadu,Pulao
Vikram_464,64,Regional Specialties,Chandigarh,Vegan,Prepare according to authentic family recipe,Cold,Married,Fusion,North Indian,09:44,Punjab,Paratha
Maya_465,31,Healthy,Surat,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Traditional,Street Food,22:50,Gujarat,Khichdi
Arjun_466,49,Home Style,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Single,Regional Specialties,Restaurant Style,11:27,Kerala,Sambar Rice
Arjun_467,27,Mild,Ahmedabad,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Single,Spicy,Mild,09:58,Gujarat,Vada Pav
Rahul_468,59,South Indian,Pune,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,South Indian,Home Style,07:41,Maharashtra,Misal Pav
Neha_469,46,Fusion,Amritsar,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Spicy,Regional Specialties,02:38,Punjab,Butter Chicken
Dev_470,75,Street Food,Surat,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Single,Fusion,South Indian,16:47,Gujarat,Dhokla
Vikram_471,71,Restaurant Style,Mysore,No Restrictions,Modified recipe with health-conscious ingredients,Cold,Married,Healthy,Regional Specialties,11:26,Karnataka,Biryani
Rahul_472,72,Spicy,Amritsar,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Home Style,08:56,Punjab,Paratha
Arjun_473,32,Healthy,Amritsar,Eggetarian,Rich and indulgent preparation,Rainy,Married,Regional Specialties,Spicy,23:40,Punjab,Butter Chicken
Diya_474,39,Mild,Bangalore,Vegan,Rich and indulgent preparation,Rainy,Single,Mild,North Indian,18:03,Karnataka,Bhel Puri
Vikram_475,51,Traditional,Bangalore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Street Food,16:54,Karnataka,Dhokla
Aisha_476,22,Traditional,Mysore,Vegetarian (No Onion-Garlic),Simplified preparation for busy schedules,Rainy,Single,Home Style,Mild,20:26,Karnataka,Paneer Dishes
Maya_477,34,Regional Specialties,Delhi NCR,Vegetarian,Rich and indulgent preparation,Hot,Married,Traditional,Mild,10:49,Delhi,Chole Bhature
Dev_478,74,Fusion,Chandigarh,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Regional Specialties,14:52,Punjab,Rajma Chawal
Diya_479,20,North Indian,Mysore,Jain,Contemporary twist on classic recipe,Cold,Single,Regional Specialties,Mild,08:20,Karnataka,Idli Sambar
Zara_480,18,Traditional,Bangalore,Jain,Simplified preparation for busy schedules,Hot,Single,Sweet,Fusion,19:50,Karnataka,Paneer Dishes
Aditya_481,60,Regional Specialties,Siliguri,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,South Indian,Fusion,03:33,West Bengal,Khichdi
Vikram_482,49,South Indian,Mysore,Vegetarian,Rich and indulgent preparation,Cold,Married,Fusion,North Indian,17:07,Karnataka,Pani Puri
Diya_483,45,Mild,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Sweet,Mild,10:36,Tamil Nadu,Idli Sambar
Aarav_484,67,Home Style,Chennai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Sweet,Restaurant Style,11:53,Tamil Nadu,Sambar Rice
Aarav_485,71,Regional Specialties,Nagpur,Vegan,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,Mild,04:16,Maharashtra,Roti Sabzi
Anjali_486,39,Restaurant Style,Nagpur,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Sweet,North Indian,06:35,Maharashtra,Vada Pav
Neha_487,65,Fusion,Kolkata,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Regional Specialties,Healthy,15:15,West Bengal,Biryani
Dev_488,74,South Indian,Delhi NCR,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Cold,Married,Home Style,Restaurant Style,23:26,Delhi,Butter Chicken
Diya_489,64,Restaurant Style,Pune,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Mild,North Indian,19:39,Maharashtra,Paneer Dishes
Priya_490,70,Street Food,Mumbai,Non-Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Fusion,Traditional,15:41,Maharashtra,Fish Curry Rice
Aditya_491,74,North Indian,Delhi NCR,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Healthy,07:36,Delhi,Chole Bhature
Priya_492,27,Healthy,Siliguri,Vegetarian,Contemporary twist on classic recipe,Cold,Single,Street Food,Fusion,08:52,West Bengal,Poha
Vikram_493,36,Mild,Pune,Eggetarian,Rich and indulgent preparation,Hot,Single,Regional Specialties,Restaurant Style,19:24,Maharashtra,Fish Curry
Rahul_494,71,Restaurant Style,Mumbai,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Single,Sweet,Healthy,14:18,Maharashtra,Sambar Rice
Diya_495,65,Regional Specialties,Coimbatore,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Regional Specialties,10:06,Tamil Nadu,Masala Dosa
Zara_496,21,Traditional,Bangalore,Vegan,Contemporary twist on classic recipe,Hot,Single,Healthy,Traditional,09:05,Karnataka,Idli Sambar
Priya_497,27,Traditional,Siliguri,Vegan,Simplified preparation for busy schedules,Hot,Single,Street Food,Restaurant Style,08:42,West Bengal,Masala Dosa
Diya_498,51,Sweet,Mumbai,Eggetarian,Prepare according to authentic family recipe,Hot,Married,South Indian,Home Style,15:43,Maharashtra,Sambar Rice
Aarav_499,41,North Indian,Mysore,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,Healthy,South Indian,23:12,Karnataka,Roti Sabzi
Krishna_500,57,Traditional,Bangalore,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Fusion,Traditional,04:52,Karnataka,Pulao
Arjun_501,28,Traditional,New Delhi,Non-Vegetarian,Contemporary twist on classic recipe,Hot,Married,South Indian,Fusion,20:54,Delhi,Butter Chicken
Anjali_502,70,South Indian,Amritsar,Eggetarian,Prepare according to authentic family recipe,Cold,Single,Traditional,Home Style,00:05,Punjab,Butter Chicken
Aditya_503,40,Restaurant Style,Siliguri,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Street Food,South Indian,01:04,West Bengal,Khichdi
Zara_504,44,Spicy,Coimbatore,Jain,Rich and indulgent preparation,Hot,Married,Regional Specialties,North Indian,10:03,Tamil Nadu,Masala Dosa
Aarav_505,30,Traditional,Chandigarh,Vegan,Prepare according to authentic family recipe,Rainy,Married,Mild,Sweet,13:14,Punjab,Rajma Chawal
Vikram_506,43,Spicy,Mumbai,Eggetarian,Rich and indulgent preparation,Rainy,Single,Fusion,South Indian,16:49,Maharashtra,Samosa
Vihan_507,59,Mild,Pune,Jain,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Restaurant Style,10:53,Maharashtra,Misal Pav
Aisha_508,38,Spicy,Coimbatore,Vegan,Prepare according to authentic family recipe,Hot,Married,South Indian,Street Food,16:51,Tamil Nadu,Kachori
Neha_509,48,South Indian,Thiruvananthapuram,Vegan,Prepare according to authentic family recipe,Hot,Single,Street Food,Restaurant Style,00:00,Kerala,Khichdi
Krishna_510,50,Street Food,New Delhi,Vegan,Prepare according to authentic family recipe,Hot,Married,Spicy,Traditional,02:29,Delhi,Paneer Dishes
Aarav_511,64,South Indian,Pune,Jain,Prepare according to authentic family recipe,Cold,Married,Regional Specialties,Sweet,05:41,Maharashtra,Dal Makhani
Aditya_512,18,North Indian,Delhi NCR,Non-Vegetarian,Contemporary twist on classic recipe,Cold,Single,Traditional,Street Food,12:44,Delhi,Dal Rice
Priya_513,75,Street Food,Kochi,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Home Style,Spicy,03:18,Kerala,Roti Sabzi
Riya_514,56,Regional Specialties,Kochi,Jain,Modified recipe with health-conscious ingredients,Hot,Single,Traditional,South Indian,08:32,Kerala,Upma
Maya_515,48,Home Style,Kochi,Eggetarian,Rich and indulgent preparation,Hot,Married,Fusion,Regional Specialties,12:23,Kerala,Sambar Rice
Diya_516,32,South Indian,Amritsar,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Street Food,Healthy,06:34,Punjab,Paratha
Arjun_517,75,Traditional,Thiruvananthapuram,Jain,Prepare according to authentic family recipe,Rainy,Single,Spicy,Traditional,20:41,Kerala,Pulao
Neha_518,35,North Indian,Pune,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Spicy,Fusion,20:58,Maharashtra,Pulao
Zara_519,49,Spicy,Mumbai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Traditional,Restaurant Style,19:50,Maharashtra,Paneer Dishes
Riya_520,33,Sweet,Mumbai,Vegan,Prepare according to authentic family recipe,Cold,Married,Spicy,Traditional,15:38,Maharashtra,Dal Rice
Diya_521,26,Mild,New Delhi,Jain,Contemporary twist on classic recipe,Hot,Married,Regional Specialties,Mild,12:30,Delhi,Sambar Rice
Aisha_522,24,Street Food,Delhi NCR,Vegan,Contemporary twist on classic recipe,Hot,Single,Restaurant Style,South Indian,18:54,Delhi,Dhokla
Anjali_523,20,Regional Specialties,Chandigarh,Non-Vegetarian,Contemporary twist on classic recipe,Cold,Single,Mild,South Indian,21:23,Punjab,Butter Chicken
Diya_524,26,South Indian,Chennai,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Rainy,Married,Traditional,Mild,12:10,Tamil Nadu,Sambar Rice
Diya_525,42,Spicy,Kochi,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,Spicy,Traditional,06:11,Kerala,Idli Sambar
Anjali_526,32,South Indian,Coimbatore,Eggetarian,Rich and indulgent preparation,Hot,Married,South Indian,Regional Specialties,12:42,Tamil Nadu,Sambar Rice
Aarav_527,50,Spicy,New Delhi,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Fusion,14:02,Delhi,Dal Rice
Priya_528,38,South Indian,Bangalore,Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Fusion,Mild,16:04,Karnataka,Dhokla
Rahul_529,67,Traditional,Ahmedabad,Jain,Prepare according to authentic family recipe,Hot,Single,Spicy,Sweet,20:04,Gujarat,Khichdi
Dev_530,43,South Indian,Delhi NCR,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Street Food,07:38,Delhi,Paratha
Riya_531,74,South Indian,New Delhi,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,Fusion,Home Style,07:36,Delhi,Chole Bhature
Arjun_532,72,Healthy,Siliguri,Jain,Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Home Style,07:07,West Bengal,Misal Pav
Vihan_533,19,South Indian,Chennai,Non-Vegetarian,Simplified preparation for busy schedules,Cold,Single,Home Style,Street Food,08:50,Tamil Nadu,Idli Sambar
Neha_534,55,Spicy,New Delhi,Vegan,Prepare according to authentic family recipe,Rainy,Married,Street Food,Mild,01:13,Delhi,Dal Makhani
Neha_535,24,Home Style,Kochi,Eggetarian,Simplified preparation for busy schedules,Cold,Single,Fusion,Home Style,06:19,Kerala,Vada Pav
Aisha_536,62,Mild,Siliguri,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Regional Specialties,South Indian,01:34,West Bengal,Fish Curry
Vikram_537,22,Fusion,Bangalore,Eggetarian,Contemporary twist on classic recipe,Cold,Single,Healthy,North Indian,15:44,Karnataka,Fish Curry Rice
Maya_538,58,Restaurant Style,Coimbatore,Vegan,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Traditional,13:50,Tamil Nadu,Sambar Rice
Neha_539,45,Street Food,Mumbai,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,Spicy,South Indian,00:38,Maharashtra,Khichdi
Aisha_540,62,Spicy,Bangalore,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Mild,18:34,Karnataka,Chaat
Vikram_541,26,North Indian,Mysore,Vegetarian,Simplified preparation for busy schedules,Rainy,Single,North Indian,Restaurant Style,16:51,Karnataka,Chaat
Vikram_542,31,South Indian,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Spicy,19:15,Kerala,Fish Curry
Vikram_543,36,Street Food,Mysore,Eggetarian,Prepare according to authentic family recipe,Cold,Married,Home Style,Fusion,21:35,Karnataka,Fish Curry
Riya_544,65,Regional Specialties,Siliguri,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Mild,Healthy,04:51,West Bengal,Fish Curry
Rahul_545,39,Traditional,Pune,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Home Style,Traditional,03:19,Maharashtra,Khichdi
Krishna_546,45,Traditional,Chennai,Vegan,Rich and indulgent preparation,Hot,Single,Regional Specialties,Home Style,10:45,Tamil Nadu,Idli Sambar
Krishna_547,59,Fusion,Chennai,Vegan,Modified recipe with health-conscious ingredients,Rainy,Married,Traditional,North Indian,16:16,Tamil Nadu,Pakora
Vihan_548,65,Home Style,Mumbai,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Single,Restaurant Style,Healthy,23:27,Maharashtra,Paneer Dishes
Neha_549,25,Spicy,Mumbai,Jain,Contemporary twist on classic recipe,Hot,Single,Home Style,Fusion,22:41,Maharashtra,Dal Makhani
Riya_550,55,Spicy,Kolkata,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Spicy,Traditional,23:44,West Bengal,Khichdi
Arjun_551,47,Traditional,Amritsar,No Restrictions,Rich and indulgent preparation,Hot,Married,Fusion,Traditional,20:48,Punjab,Butter Chicken
Krishna_552,53,Fusion,Ahmedabad,Jain,Prepare according to authentic family recipe,Cold,Married,Fusion,Healthy,15:07,Gujarat,Thali
Priya_553,63,Fusion,Kochi,Vegan,Modified recipe with health-conscious ingredients,Rainy,Single,Home Style,Spicy,23:06,Kerala,Khichdi
Neha_554,64,Healthy,New Delhi,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,North Indian,Restaurant Style,19:27,Delhi,Dal Makhani
Priya_555,48,North Indian,Ahmedabad,Vegetarian,Prepare according to authentic family recipe,Cold,Single,Healthy,Home Style,19:38,Gujarat,Khichdi
Maya_556,47,Sweet,Thiruvananthapuram,No Restrictions,Rich and indulgent preparation,Cold,Married,Home Style,Healthy,18:21,Kerala,Pakora
Priya_557,31,Spicy,Chandigarh,Vegetarian,Rich and indulgent preparation,Hot,Married,Healthy,Traditional,20:59,Punjab,Pulao
Vihan_558,65,Street Food,Chandigarh,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,Healthy,Restaurant Style,06:53,Punjab,Paratha
Aisha_559,74,Traditional,New Delhi,Vegan,Modified recipe with health-conscious ingredients,Cold,Married,Spicy,Regional Specialties,07:54,Delhi,Chole Bhature
Aisha_560,62,Healthy,Kochi,Jain,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Mild,11:21,Kerala,Sambar Rice
Maya_561,63,Spicy,Nagpur,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Healthy,04:18,Maharashtra,Khichdi
Krishna_562,40,Street Food,Pune,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Traditional,Healthy,05:15,Maharashtra,Butter Chicken
Riya_563,57,Sweet,Mysore,Vegan,Prepare according to authentic family recipe,Rainy,Single,Sweet,Home Style,07:13,Karnataka,Upma
Zara_564,42,Street Food,Surat,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Sweet,Spicy,05:27,Gujarat,Khichdi
Aarav_565,65,Regional Specialties,Kochi,Non-Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Street Food,17:13,Kerala,Samosa
Maya_566,45,Restaurant Style,Ahmedabad,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Mild,Spicy,16:37,Gujarat,Dhokla
Arjun_567,32,Healthy,Delhi NCR,Vegan,Prepare according to authentic family recipe,Hot,Married,South Indian,Sweet,16:26,Delhi,Bhel Puri
Neha_568,22,Fusion,Chandigarh,Non-Vegetarian,Contemporary twist on classic recipe,Cold,Single,Mild,Restaurant Style,16:55,Punjab,Pani Puri
Rahul_569,63,Regional Specialties,Amritsar,Jain,Modified recipe with health-conscious ingredients,Rainy,Married,Fusion,Street Food,03:26,Punjab,Paneer Dishes
Maya_570,20,Fusion,New Delhi,Vegetarian,Contemporary twist on classic recipe,Hot,Single,Mild,Spicy,23:22,Delhi,Dal Makhani
Krishna_571,18,Home Style,Delhi NCR,Vegetarian,Contemporary twist on classic recipe,Hot,Single,Fusion,Healthy,18:21,Delhi,Pakora
Neha_572,67,Mild,Chandigarh,Jain,Prepare according to authentic family recipe,Rainy,Single,Healthy,Mild,04:07,Punjab,Paneer Dishes
Vikram_573,46,North Indian,Coimbatore,Vegan,Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Traditional,11:58,Tamil Nadu,Sambar Rice
Aditya_574,73,Mild,Mumbai,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Mild,South Indian,20:06,Maharashtra,Pulao
Priya_575,44,Street Food,Pune,Vegetarian,Rich and indulgent preparation,Cold,Married,South Indian,Fusion,17:36,Maharashtra,Kachori
Krishna_576,55,Traditional,Surat,Jain,Prepare according to authentic family recipe,Rainy,Married,North Indian,Fusion,17:10,Gujarat,Dhokla
Riya_577,23,Restaurant Style,Thiruvananthapuram,Jain,Simplified preparation for busy schedules,Hot,Single,Traditional,Fusion,14:19,Kerala,Sambar Rice
Dev_578,20,Restaurant Style,Amritsar,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Single,Regional Specialties,Spicy,18:34,Punjab,Bhel Puri
Rahul_579,20,Restaurant Style,Kochi,Non-Vegetarian,Simplified preparation for busy schedules,Cold,Single,Healthy,Mild,12:27,Kerala,Sambar Rice
Vihan_580,62,Spicy,Chandigarh,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Fusion,Regional Specialties,15:50,Punjab,Rajma Chawal
Maya_581,70,Home Style,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Regional Specialties,Sweet,21:50,Kerala,Fish Curry
Aarav_582,44,Restaurant Style,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Home Style,South Indian,19:28,Kerala,Fish Curry
Neha_583,63,Mild,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Single,Fusion,Street Food,05:52,Kerala,Fish Curry
Riya_584,55,Healthy,Kochi,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Sweet,01:34,Kerala,Fish Curry
Aarav_585,67,Restaurant Style,Ahmedabad,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,South Indian,Regional Specialties,14:23,Gujarat,Thali
Krishna_586,68,Restaurant Style,Mumbai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Regional Specialties,Healthy,19:20,Maharashtra,Paneer Dishes
Anjali_587,53,Sweet,Mysore,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Street Food,North Indian,22:14,Karnataka,Pulao
Diya_588,43,Fusion,Chandigarh,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Single,Sweet,Street Food,09:52,Punjab,Paratha
Dev_589,66,Traditional,Bangalore,No Restrictions,Prepare according to authentic family recipe,Rainy,Single,Home Style,Sweet,12:47,Karnataka,Thali
Vikram_590,27,Fusion,Amritsar,Eggetarian,Simplified preparation for busy schedules,Hot,Single,Fusion,Traditional,18:32,Punjab,Pani Puri
Maya_591,56,Regional Specialties,Delhi NCR,Jain,Prepare according to authentic family recipe,Hot,Married,Mild,Regional Specialties,17:37,Delhi,Kachori
Zara_592,18,South Indian,Kolkata,Vegan,Contemporary twist on classic recipe,Rainy,Single,North Indian,Home Style,21:28,West Bengal,Khichdi
Krishna_593,53,Regional Specialties,Kochi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,South Indian,Street Food,07:50,Kerala,Paratha
Neha_594,42,Mild,Amritsar,Vegan,Prepare according to authentic family recipe,Rainy,Married,Home Style,Street Food,22:16,Punjab,Roti Sabzi
Dev_595,44,Regional Specialties,Chennai,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Single,North Indian,Healthy,23:59,Tamil Nadu,Dal Makhani
Diya_596,21,Sweet,Siliguri,Vegan,Contemporary twist on classic recipe,Hot,Single,Healthy,Spicy,07:29,West Bengal,Upma
Priya_597,48,Mild,Amritsar,Non-Vegetarian,Rich and indulgent preparation,Hot,Single,Fusion,North Indian,08:28,Punjab,Paratha
Aisha_598,20,Regional Specialties,Bangalore,Vegan,Simplified preparation for busy schedules,Hot,Single,Healthy,Mild,13:55,Karnataka,Dal Rice
Priya_599,26,Sweet,Thiruvananthapuram,Jain,Contemporary twist on classic recipe,Cold,Single,Mild,Traditional,19:56,Kerala,Roti Sabzi
Rahul_600,68,Street Food,Kochi,Vegetarian,Prepare according to authentic family recipe,Hot,Single,South Indian,Street Food,07:43,Kerala,Paratha
Arjun_601,48,North Indian,Kochi,Vegan,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,North Indian,19:22,Kerala,Roti Sabzi
Anjali_602,21,Street Food,Kolkata,Eggetarian,Contemporary twist on classic recipe,Rainy,Single,Regional Specialties,Traditional,05:58,West Bengal,Fish Curry
Krishna_603,29,Restaurant Style,New Delhi,No Restrictions,Contemporary twist on classic recipe,Hot,Single,North Indian,Regional Specialties,14:51,Delhi,Kadhi Chawal
Arjun_604,55,Home Style,Delhi NCR,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Fusion,Spicy,03:32,Delhi,Butter Chicken
Aarav_605,70,Sweet,New Delhi,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Fusion,Home Style,11:43,Delhi,Rajma Chawal
Zara_606,48,Home Style,Coimbatore,Eggetarian,Rich and indulgent preparation,Rainy,Married,Mild,Restaurant Style,06:20,Tamil Nadu,Masala Dosa
Krishna_607,37,Mild,Siliguri,Eggetarian,Rich and indulgent preparation,Rainy,Married,Healthy,Street Food,13:31,West Bengal,Biryani
Riya_608,29,Fusion,Ahmedabad,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Married,Healthy,Home Style,08:12,Gujarat,Paratha
Aisha_609,42,Traditional,Kolkata,No Restrictions,Rich and indulgent preparation,Rainy,Single,Mild,Traditional,06:18,West Bengal,Misal Pav
Vikram_610,26,Mild,Nagpur,Eggetarian,Simplified preparation for busy schedules,Cold,Married,Home Style,Spicy,11:09,Maharashtra,Thali
Aarav_611,30,Healthy,Mumbai,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,Home Style,Traditional,22:04,Maharashtra,Pulao
